"","SiteNo","Country","Location","Plot","Replication","BLK","Entry","YLD","AD","SD","PH","EH","rEPH","rEPP","nP"
"1",3,"Mexico","Cotaxtla",1,1,1,21,7,8,8,131,67,31,"0.9","58"
"2",3,"Mexico","Cotaxtla",2,1,1,22,8.39,5,5,126,60,29,"1","58"
"3",3,"Mexico","Cotaxtla",3,1,1,32,6.85,6,6,122,60,30,"0.9","54"
"4",3,"Mexico","Cotaxtla",4,1,1,11,8.09,7,7,127,60,28,"1","53"
"5",3,"Mexico","Cotaxtla",5,1,2,4,6.86,5,5,118,40,25,"0.9","58"
"6",3,"Mexico","Cotaxtla",6,1,2,29,6.45,5,5,127,45,24,"0.9","57"
"7",3,"Mexico","Cotaxtla",7,1,2,9,6.07,8,8,68,14,26,"0.8","59"
"8",3,"Mexico","Cotaxtla",8,1,2,16,6.41,9,9,126,54,27,"1","56"
"9",3,"Mexico","Cotaxtla",9,1,3,14,3.11,12,12,68,113,19,"0.7","53"
"10",3,"Mexico","Cotaxtla",10,1,3,13,7.97,7,7,131,54,25,"0.9","58"
"11",3,"Mexico","Cotaxtla",11,1,3,26,8.17,5,5,132,60,26,"1","58"
"12",3,"Mexico","Cotaxtla",12,1,3,1,7.49,6,6,126,60,29,"1","57"
"13",3,"Mexico","Cotaxtla",13,1,4,12,7.12,7,7,118,54,29,"1","57"
"14",3,"Mexico","Cotaxtla",14,1,4,15,7.12,6,6,118,54,29,"0.9","59"
"15",3,"Mexico","Cotaxtla",15,1,4,24,7.11,6,6,97,31,26,"1","55"
"16",3,"Mexico","Cotaxtla",16,1,4,7,6.43,2,2,118,45,27,"0.9","56"
"17",3,"Mexico","Cotaxtla",17,1,5,2,7.92,2,2,118,54,29,"1","57"
"18",3,"Mexico","Cotaxtla",18,1,5,19,1.93,8,8,82,14,24,"0.7","58"
"19",3,"Mexico","Cotaxtla",19,1,5,17,8.92,5,5,122,60,30,"1","55"
"20",3,"Mexico","Cotaxtla",20,1,5,6,6.15,6,6,127,67,32,"0.9","54"
"21",3,"Mexico","Cotaxtla",21,1,6,5,7.44,6,6,136,71,30,"1","54"
"22",3,"Mexico","Cotaxtla",22,1,6,8,8.05,6,6,118,54,29,"1","57"
"23",3,"Mexico","Cotaxtla",23,1,6,28,7.78,8,8,127,60,28,"1","57"
"24",3,"Mexico","Cotaxtla",24,1,6,25,6.43,8,8,118,54,29,"1","54"
"25",3,"Mexico","Cotaxtla",25,1,7,3,8.59,4,4,135,71,30,"1","56"
"26",3,"Mexico","Cotaxtla",26,1,7,27,7.91,5,5,127,71,33,"0.9","57"
"27",3,"Mexico","Cotaxtla",27,1,7,31,7.27,6,6,135,71,30,"0.9","58"
"28",3,"Mexico","Cotaxtla",28,1,7,30,4.93,5,5,118,60,31,"0.7","59"
"29",3,"Mexico","Cotaxtla",29,1,8,18,8.22,5,5,132,67,30,"0.9","57"
"30",3,"Mexico","Cotaxtla",30,1,8,23,2.49,9,9,97,31,26,"0.7","58"
"31",3,"Mexico","Cotaxtla",31,1,8,20,7.98,6,6,118,54,29,"1","54"
"32",3,"Mexico","Cotaxtla",32,1,8,10,7.09,9,9,122,60,30,"0.9","57"
"33",3,"Mexico","Cotaxtla",33,2,9,27,7.17,4,4,132,64,28,"0.9","57"
"34",3,"Mexico","Cotaxtla",34,2,9,21,4.99,9,9,127,67,32,"0.9","54"
"35",3,"Mexico","Cotaxtla",35,2,9,20,6.69,6,6,132,67,30,"1","58"
"36",3,"Mexico","Cotaxtla",36,2,9,17,8.16,6,6,122,71,35,"0.9","58"
"37",3,"Mexico","Cotaxtla",37,2,10,28,6.27,7,7,127,60,28,"0.9","56"
"38",3,"Mexico","Cotaxtla",38,2,10,4,6.81,6,6,122,71,35,"1","59"
"39",3,"Mexico","Cotaxtla",39,2,10,22,7.49,6,6,97,67,38,"0.9","57"
"40",3,"Mexico","Cotaxtla",40,2,10,14,2.86,10,10,102,20,23,"0.9","55"
"41",3,"Mexico","Cotaxtla",41,2,11,1,6.8,5,5,109,31,24,"0.9","55"
"42",3,"Mexico","Cotaxtla",42,2,11,18,6.35,5,5,118,64,33,"0.9","57"
"43",3,"Mexico","Cotaxtla",43,2,11,5,7.25,5,5,135,74,34,"0.9","57"
"44",3,"Mexico","Cotaxtla",44,2,11,24,7.2,6,6,97,45,30,"1.1","55"
"45",3,"Mexico","Cotaxtla",45,2,12,30,5.41,3,3,109,45,28,"0.8","56"
"46",3,"Mexico","Cotaxtla",46,2,12,26,7.82,5,5,118,60,31,"1","56"
"47",3,"Mexico","Cotaxtla",47,2,12,32,6.79,5,5,131,64,29,"0.8","56"
"48",3,"Mexico","Cotaxtla",48,2,12,15,8.09,5,5,109,54,30,"1","57"
"49",3,"Mexico","Cotaxtla",49,2,13,8,8.84,5,5,135,64,27,"1","58"
"50",3,"Mexico","Cotaxtla",50,2,13,12,6.24,7,7,118,64,33,"1","59"
"51",3,"Mexico","Cotaxtla",51,2,13,11,7.71,7,7,135,74,34,"1","57"
"52",3,"Mexico","Cotaxtla",52,2,13,6,5.8,7,7,118,60,31,"0.8","56"
"53",3,"Mexico","Cotaxtla",53,2,14,3,8.04,5,5,122,60,30,"1","53"
"54",3,"Mexico","Cotaxtla",54,2,14,19,1.35,9,9,68,20,28,"0.5","53"
"55",3,"Mexico","Cotaxtla",55,2,14,9,6.16,7,7,109,31,24,"0.9","59"
"56",3,"Mexico","Cotaxtla",56,2,14,13,7.01,8,8,132,64,28,"0.9","60"
"57",3,"Mexico","Cotaxtla",57,2,15,29,6.5,5,5,122,60,30,"1","54"
"58",3,"Mexico","Cotaxtla",58,2,15,25,5.14,7,7,131,71,32,"0.9","58"
"59",3,"Mexico","Cotaxtla",59,2,15,23,2.15,9,9,68,14,26,"0.7","59"
"60",3,"Mexico","Cotaxtla",60,2,15,31,6.84,6,6,122,67,34,"0.8","57"
"61",3,"Mexico","Cotaxtla",61,2,16,10,6.53,8,8,135,64,27,"1","57"
"62",3,"Mexico","Cotaxtla",62,2,16,16,4.77,10,10,127,64,30,"1","57"
"63",3,"Mexico","Cotaxtla",63,2,16,7,6.65,4,4,135,74,34,"0.9","56"
"64",3,"Mexico","Cotaxtla",64,2,16,2,6.31,4,4,127,67,32,"0.9","55"
"65",3,"Mexico","Cotaxtla",65,3,17,5,7.69,5,5,132,67,30,"0.9","57"
"66",3,"Mexico","Cotaxtla",66,3,17,30,5.86,5,5,102,60,33,"0.9","54"
"67",3,"Mexico","Cotaxtla",67,3,17,23,3.15,7,7,97,31,26,"0.8","52"
"68",3,"Mexico","Cotaxtla",68,3,17,19,2.42,9,9,68,2,21,"0.8","58"
"69",3,"Mexico","Cotaxtla",69,3,18,10,8.4,9,9,127,67,32,"1","58"
"70",3,"Mexico","Cotaxtla",70,3,18,24,7.27,7,7,132,71,31,"1","56"
"71",3,"Mexico","Cotaxtla",71,3,18,13,7.47,6,6,118,54,29,"1","55"
"72",3,"Mexico","Cotaxtla",72,3,18,22,7.73,6,6,127,60,28,"0.9","58"
"73",3,"Mexico","Cotaxtla",73,3,19,14,2.81,11,3,82,20,26,"0.8","55"
"74",3,"Mexico","Cotaxtla",74,3,19,9,6.13,7,7,109,31,24,"0.9","57"
"75",3,"Mexico","Cotaxtla",75,3,19,20,6.31,6,6,109,54,30,"1","55"
"76",3,"Mexico","Cotaxtla",76,3,19,6,7.42,4,4,122,71,35,"0.9","59"
"77",3,"Mexico","Cotaxtla",77,3,20,4,6.52,6,6,126,67,33,"1","54"
"78",3,"Mexico","Cotaxtla",78,3,20,31,7.13,6,6,122,60,30,"0.8","58"
"79",3,"Mexico","Cotaxtla",79,3,20,12,7.15,6,7,122,54,28,"0.9","59"
"80",3,"Mexico","Cotaxtla",80,3,20,2,7.15,5,5,122,45,26,"1","55"
"81",3,"Mexico","Cotaxtla",81,3,21,16,5.11,7,7,7,78,3,"0.9","55"
"82",3,"Mexico","Cotaxtla",82,3,21,27,7.6,5,5,127,71,33,"0.9","58"
"83",3,"Mexico","Cotaxtla",83,3,21,18,7.32,5,5,126,54,27,"1","55"
"84",3,"Mexico","Cotaxtla",84,3,21,32,6.99,4,4,127,67,32,"0.9","54"
"85",3,"Mexico","Cotaxtla",85,3,22,7,5.47,4,4,127,67,32,"0.9","55"
"86",3,"Mexico","Cotaxtla",86,3,22,3,7.68,4,4,136,71,30,"1","59"
"87",3,"Mexico","Cotaxtla",87,3,22,8,7.12,4,4,135,73,32,"1","58"
"88",3,"Mexico","Cotaxtla",88,3,22,26,7.27,4,4,126,54,27,"1","56"
"89",3,"Mexico","Cotaxtla",89,3,23,1,6.94,4,4,122,60,30,"0.9","57"
"90",3,"Mexico","Cotaxtla",90,3,23,17,8.09,4,4,118,60,31,"0.9","57"
"91",3,"Mexico","Cotaxtla",91,3,23,25,4.71,9,9,118,40,25,"0.9","56"
"92",3,"Mexico","Cotaxtla",92,3,23,11,8.18,6,6,122,60,30,"1","54"
"93",3,"Mexico","Cotaxtla",93,3,24,15,6.8,6,6,127,64,30,"1","53"
"94",3,"Mexico","Cotaxtla",94,3,24,21,6.07,7,7,127,67,32,"0.9","56"
"95",3,"Mexico","Cotaxtla",95,3,24,28,6.91,6,6,122,40,24,"1.1","54"
"96",3,"Mexico","Cotaxtla",96,3,24,29,7.41,6,6,122,40,24,"1","54"
"97",1,"Mexico","Agua Fria",1,1,1,8,8.35,13,11,97,20,24,"1.2","47"
"98",1,"Mexico","Agua Fria",2,1,1,5,8.92,13,10,68,14,26,"1.2","48"
"99",1,"Mexico","Agua Fria",3,1,1,20,7.66,14,12,43,9,30,"1","48"
"100",1,"Mexico","Agua Fria",4,1,1,26,8.65,13,10,68,31,30,"1","48"
"101",1,"Mexico","Agua Fria",5,1,2,18,7.58,11,13,89,45,31,"1","48"
"102",1,"Mexico","Agua Fria",6,1,2,4,6.74,13,10,75,31,29,"1.1","48"
"103",1,"Mexico","Agua Fria",7,1,2,27,6.41,12,14,75,14,25,"1","48"
"104",1,"Mexico","Agua Fria",8,1,2,22,5.14,14,14,82,2,20,"1","48"
"105",1,"Mexico","Agua Fria",9,1,3,10,6.79,15,15,104,31,25,"1","48"
"106",1,"Mexico","Agua Fria",10,1,3,9,6.77,14,14,79,14,24,"1","47"
"107",1,"Mexico","Agua Fria",11,1,3,11,8.44,13,13,77,15,25,"1","47"
"108",1,"Mexico","Agua Fria",12,1,3,6,8.09,13,10,75,14,25,"1.1","48"
"109",1,"Mexico","Agua Fria",13,1,4,14,5.14,16,16,28,107,24,"0.9","48"
"110",1,"Mexico","Agua Fria",14,1,4,2,6.87,11,9,82,31,28,"1","48"
"111",1,"Mexico","Agua Fria",15,1,4,13,6.69,13,13,55,31,33,"0.9","46"
"112",1,"Mexico","Agua Fria",16,1,4,32,7.42,14,11,102,31,25,"1","48"
"113",1,"Mexico","Agua Fria",17,1,5,23,3.49,14,14,43,8,28,"0.8","49"
"114",1,"Mexico","Agua Fria",18,1,5,17,6.32,13,9,75,9,24,"1","48"
"115",1,"Mexico","Agua Fria",19,1,5,28,6.04,13,13,55,31,33,"1","52"
"116",1,"Mexico","Agua Fria",20,1,5,12,5.82,16,15,37,14,32,"1","50"
"117",1,"Mexico","Agua Fria",21,1,6,30,6.06,14,13,89,31,27,"1","43"
"118",1,"Mexico","Agua Fria",22,1,6,7,6.6,11,7,84,54,34,"1","48"
"119",1,"Mexico","Agua Fria",23,1,6,15,6.2,14,10,86,31,27,"1","49"
"120",1,"Mexico","Agua Fria",24,1,6,1,6.99,10,9,75,31,29,"1","49"
"121",1,"Mexico","Agua Fria",25,1,7,16,6.23,14,13,89,33,27,"1","48"
"122",1,"Mexico","Agua Fria",26,1,7,25,5.99,14,13,61,47,37,"1","45"
"123",1,"Mexico","Agua Fria",27,1,7,31,8.4,13,11,102,47,29,"1","50"
"124",1,"Mexico","Agua Fria",28,1,7,3,6.78,12,10,102,42,28,"1","48"
"125",1,"Mexico","Agua Fria",29,1,8,21,5.78,16,15,68,40,33,"0.9","48"
"126",1,"Mexico","Agua Fria",30,1,8,24,6.51,13,10,43,113,23,"0.9","48"
"127",1,"Mexico","Agua Fria",31,1,8,19,4.7,14,13,49,2,25,"0.9","49"
"128",1,"Mexico","Agua Fria",32,1,8,29,6.48,14,10,64,20,29,"0.9","51"
"129",1,"Mexico","Agua Fria",33,2,9,24,6.61,14,11,75,31,29,"1","49"
"130",1,"Mexico","Agua Fria",34,2,9,15,6.15,14,10,82,54,34,"1.1","48"
"131",1,"Mexico","Agua Fria",35,2,9,18,6.02,13,9,97,54,32,"0.9","48"
"132",1,"Mexico","Agua Fria",36,2,9,25,6.52,14,13,82,45,32,"0.9","48"
"133",1,"Mexico","Agua Fria",37,2,10,31,8.09,14,12,102,45,29,"1","49"
"134",1,"Mexico","Agua Fria",38,2,10,14,4.53,15,16,43,8,28,"0.9","49"
"135",1,"Mexico","Agua Fria",39,2,10,27,8.28,11,9,97,60,34,"1","48"
"136",1,"Mexico","Agua Fria",40,2,10,11,8.98,13,11,118,64,33,"1","48"
"137",1,"Mexico","Agua Fria",41,2,11,22,7.81,14,10,122,45,26,"1","50"
"138",1,"Mexico","Agua Fria",42,2,11,6,7.04,12,10,97,45,30,"1","48"
"139",1,"Mexico","Agua Fria",43,2,11,17,7.61,11,9,102,60,33,"1","49"
"140",1,"Mexico","Agua Fria",44,2,11,20,6.39,15,14,61,31,32,"1","49"
"141",1,"Mexico","Agua Fria",45,2,12,3,6.97,13,10,75,2,20,"1.1","49"
"142",1,"Mexico","Agua Fria",46,2,12,30,6.04,14,13,97,57,33,"1","46"
"143",1,"Mexico","Agua Fria",47,2,12,9,6.46,15,15,89,40,29,"1","49"
"144",1,"Mexico","Agua Fria",48,2,12,5,6.22,13,12,109,60,32,"1","48"
"145",1,"Mexico","Agua Fria",49,2,13,4,6.81,14,9,89,45,31,"1","48"
"146",1,"Mexico","Agua Fria",50,2,13,26,8.54,13,10,89,56,34,"1","48"
"147",1,"Mexico","Agua Fria",51,2,13,19,3.91,15,15,49,113,22,"0.9","49"
"148",1,"Mexico","Agua Fria",52,2,13,2,6.97,11,8,68,17,27,"1.1","48"
"149",1,"Mexico","Agua Fria",53,2,14,23,4.48,16,15,32,113,26,"1.1","40"
"150",1,"Mexico","Agua Fria",54,2,14,32,7.41,15,12,75,54,36,"1","46"
"151",1,"Mexico","Agua Fria",55,2,14,29,6.72,11,9,89,31,27,"1","50"
"152",1,"Mexico","Agua Fria",56,2,14,16,5.72,15,15,89,60,35,"1","50"
"153",1,"Mexico","Agua Fria",57,2,15,7,5.61,12,9,118,41,25,"1","47"
"154",1,"Mexico","Agua Fria",58,2,15,10,7.81,15,12,75,54,36,"1","48"
"155",1,"Mexico","Agua Fria",59,2,15,12,8.19,14,11,98,42,29,"1","49"
"156",1,"Mexico","Agua Fria",60,2,15,21,6.56,16,15,61,40,34,"1","46"
"157",1,"Mexico","Agua Fria",61,2,16,1,6.39,12,11,75,31,29,"0.9","47"
"158",1,"Mexico","Agua Fria",62,2,16,8,7.91,11,10,131,60,27,"1","45"
"159",1,"Mexico","Agua Fria",63,2,16,13,7.66,12,11,122,45,26,"1","49"
"160",1,"Mexico","Agua Fria",64,2,16,28,7.1,14,11,118,67,35,"0.9","50"
"161",1,"Mexico","Agua Fria",65,3,17,7,6.71,11,8,126,60,29,"1","50"
"162",1,"Mexico","Agua Fria",66,3,17,14,4.37,14,13,61,14,27,"0.9","48"
"163",1,"Mexico","Agua Fria",67,3,17,26,8.7,12,11,102,45,29,"1","49"
"164",1,"Mexico","Agua Fria",68,3,17,24,7.08,14,12,55,14,28,"1","48"
"165",1,"Mexico","Agua Fria",69,3,18,27,6.72,12,12,68,31,30,"1","48"
"166",1,"Mexico","Agua Fria",70,3,18,21,5.23,15,15,89,20,25,"0.9","50"
"167",1,"Mexico","Agua Fria",71,3,18,1,5.1,12,11,102,45,29,"1","48"
"168",1,"Mexico","Agua Fria",72,3,18,6,5.92,12,11,131,40,22,"0.9","49"
"169",1,"Mexico","Agua Fria",73,3,19,17,7.3,12,11,89,31,27,"1","48"
"170",1,"Mexico","Agua Fria",74,3,19,30,4.89,13,13,102,40,27,"0.9","37"
"171",1,"Mexico","Agua Fria",75,3,19,13,7.77,15,14,55,2,24,"1","48"
"172",1,"Mexico","Agua Fria",76,3,19,25,5.62,15,14,75,31,29,"0.9","49"
"173",1,"Mexico","Agua Fria",77,3,20,31,7.39,14,11,126,64,31,"1","47"
"174",1,"Mexico","Agua Fria",78,3,20,9,5.76,12,11,60,31,32,"0.9","51"
"175",1,"Mexico","Agua Fria",79,3,20,19,4.62,15,14,52,2,24,"1","49"
"176",1,"Mexico","Agua Fria",80,3,20,23,3.95,15,14,43,2,26,"0.9","49"
"177",1,"Mexico","Agua Fria",81,3,21,8,7.73,11,11,132,67,30,"0.9","50"
"178",1,"Mexico","Agua Fria",82,3,21,2,6.44,10,8,97,40,28,"1","46"
"179",1,"Mexico","Agua Fria",83,3,21,3,6.85,11,10,131,67,31,"1","58"
"180",1,"Mexico","Agua Fria",84,3,21,10,5.92,15,14,118,60,31,"0.9","51"
"181",1,"Mexico","Agua Fria",85,3,22,16,5.72,15,14,93,31,27,"0.8","48"
"182",1,"Mexico","Agua Fria",86,3,22,4,6.62,11,10,97,39,28,"1","50"
"183",1,"Mexico","Agua Fria",87,3,22,20,6.55,13,11,92,45,31,"0.9","47"
"184",1,"Mexico","Agua Fria",88,3,22,15,6.94,14,11,102,31,25,"1","54"
"185",1,"Mexico","Agua Fria",89,3,23,18,6.18,14,11,109,54,30,"1","48"
"186",1,"Mexico","Agua Fria",90,3,23,11,7.84,14,11,131,60,27,"1.1","48"
"187",1,"Mexico","Agua Fria",91,3,23,32,7.07,12,11,131,60,27,"1","46"
"188",1,"Mexico","Agua Fria",92,3,23,28,5.61,14,12,118,45,27,"0.9","49"
"189",1,"Mexico","Agua Fria",93,3,24,12,7.05,14,11,109,45,28,"1","53"
"190",1,"Mexico","Agua Fria",94,3,24,29,5.71,12,11,102,60,33,"0.9","43"
"191",1,"Mexico","Agua Fria",95,3,24,22,7.21,11,11,118,64,33,"1","49"
"192",1,"Mexico","Agua Fria",96,3,24,5,7.21,12,11,131,67,31,"1","53"
"193",4,"Mexico","Tlaltizapan",1,1,1,23,7.42,19,19,68,8,24,"1","62"
"194",4,"Mexico","Tlaltizapan",2,1,1,32,11.03,18,17,68,20,28,"1","62"
"195",4,"Mexico","Tlaltizapan",3,1,1,28,11.66,18,18,126,64,31,"1.1","64"
"196",4,"Mexico","Tlaltizapan",4,1,1,1,10.12,16,16,97,60,34,"1","64"
"197",4,"Mexico","Tlaltizapan",5,1,2,10,12.1,18,17,118,64,33,"1","65"
"198",4,"Mexico","Tlaltizapan",6,1,2,26,13.06,15,14,55,20,30,"1","64"
"199",4,"Mexico","Tlaltizapan",7,1,2,14,5.65,20,20,55,20,30,"0.8","62"
"200",4,"Mexico","Tlaltizapan",8,1,2,5,13.3,16,15,89,45,31,"1","67"
"201",4,"Mexico","Tlaltizapan",9,1,3,2,9.8,14,12,82,60,37,"1","65"
"202",4,"Mexico","Tlaltizapan",10,1,3,16,9.23,18,17,82,31,28,"1","64"
"203",4,"Mexico","Tlaltizapan",11,1,3,21,9.37,19,18,89,54,33,"0.9","66"
"204",4,"Mexico","Tlaltizapan",12,1,3,15,10.95,18,15,102,60,33,"1.1","60"
"205",4,"Mexico","Tlaltizapan",13,1,4,31,11,17,16,102,64,35,"0.9","65"
"206",4,"Mexico","Tlaltizapan",14,1,4,24,11.51,17,15,55,14,28,"1.1","61"
"207",4,"Mexico","Tlaltizapan",15,1,4,7,9.73,15,13,89,67,40,"1.1","61"
"208",4,"Mexico","Tlaltizapan",16,1,4,9,11.68,17,17,97,40,28,"0.9","63"
"209",4,"Mexico","Tlaltizapan",17,1,5,12,10.65,18,16,97,31,26,"1","64"
"210",4,"Mexico","Tlaltizapan",18,1,5,30,12.76,18,17,89,40,29,"1.2","30"
"211",4,"Mexico","Tlaltizapan",19,1,5,20,8.52,18,16,109,54,30,"1","65"
"212",4,"Mexico","Tlaltizapan",20,1,5,27,11.86,17,16,102,67,37,"1.1","62"
"213",4,"Mexico","Tlaltizapan",21,1,6,11,10.96,17,16,109,64,34,"1","66"
"214",4,"Mexico","Tlaltizapan",22,1,6,17,14.77,15,13,68,8,24,"1","66"
"215",4,"Mexico","Tlaltizapan",23,1,6,29,13.29,16,15,97,54,32,"1","51"
"216",4,"Mexico","Tlaltizapan",24,1,6,25,10.69,18,19,75,40,31,"1","62"
"217",4,"Mexico","Tlaltizapan",25,1,7,4,13.33,16,15,97,45,30,"1.1","65"
"218",4,"Mexico","Tlaltizapan",26,1,7,19,5.04,21,21,75,31,29,"0.7","60"
"219",4,"Mexico","Tlaltizapan",27,1,7,18,12.79,17,17,131,64,29,"1","65"
"220",4,"Mexico","Tlaltizapan",28,1,7,6,12.34,17,17,127,71,33,"1","66"
"221",4,"Mexico","Tlaltizapan",29,1,8,13,12.8,17,18,118,67,35,"1","64"
"222",4,"Mexico","Tlaltizapan",30,1,8,22,13.53,17,18,132,75,37,"1","62"
"223",4,"Mexico","Tlaltizapan",31,1,8,3,12.1,16,15,131,71,32,"1","61"
"224",4,"Mexico","Tlaltizapan",32,1,8,8,13.8,15,15,131,73,34,"1.1","65"
"225",4,"Mexico","Tlaltizapan",33,2,9,2,9.14,15,13,97,54,32,"0.9","64"
"226",4,"Mexico","Tlaltizapan",34,2,9,3,12,17,17,118,71,37,"1.1","63"
"227",4,"Mexico","Tlaltizapan",35,2,9,28,11.58,19,19,126,73,36,"1","64"
"228",4,"Mexico","Tlaltizapan",36,2,9,6,12.84,15,15,122,54,28,"1","66"
"229",4,"Mexico","Tlaltizapan",37,2,10,23,5.83,21,21,89,45,31,"0.8","64"
"230",4,"Mexico","Tlaltizapan",38,2,10,8,11.18,16,17,135,74,34,"1","68"
"231",4,"Mexico","Tlaltizapan",39,2,10,17,13.04,16,16,126,60,29,"1","67"
"232",4,"Mexico","Tlaltizapan",40,2,10,7,8.76,16,15,97,54,32,"1","63"
"233",4,"Mexico","Tlaltizapan",41,2,11,30,9.02,17,18,97,40,28,"1.1","35"
"234",4,"Mexico","Tlaltizapan",42,2,11,26,14.23,16,16,118,60,31,"1.1","60"
