"","SiteNo","Country","Location","Plot","Replication","BLK","Entry","YLD","AD","SD","PH","EH","rEPH","rEPP","nP"
"235",4,"Mexico","Tlaltizapan",43,2,11,11,13.8,17,17,118,67,35,"1.1","63"
"236",4,"Mexico","Tlaltizapan",44,2,11,4,11.35,16,15,109,73,40,"1","65"
"237",4,"Mexico","Tlaltizapan",45,2,12,1,9.29,17,17,102,64,35,"1","62"
"238",4,"Mexico","Tlaltizapan",46,2,12,10,13.71,19,19,118,60,31,"1","64"
"239",4,"Mexico","Tlaltizapan",47,2,12,19,4.86,20,20,49,14,29,"0.8","64"
"240",4,"Mexico","Tlaltizapan",48,2,12,9,12.95,19,19,97,31,26,"1","65"
"241",4,"Mexico","Tlaltizapan",49,2,13,31,11.46,17,17,131,71,32,"0.9","65"
"242",4,"Mexico","Tlaltizapan",50,2,13,12,12.05,18,17,109,45,28,"1","64"
"243",4,"Mexico","Tlaltizapan",51,2,13,22,11.86,18,17,131,71,32,"1","66"
"244",4,"Mexico","Tlaltizapan",52,2,13,18,12.58,17,16,122,67,34,"0.9","66"
"245",4,"Mexico","Tlaltizapan",53,2,14,13,12.76,17,16,109,67,36,"1","62"
"246",4,"Mexico","Tlaltizapan",54,2,14,25,9.36,18,19,118,60,31,"1","60"
"247",4,"Mexico","Tlaltizapan",55,2,14,14,6.88,21,22,89,31,27,"0.9","66"
"248",4,"Mexico","Tlaltizapan",56,2,14,21,9.53,21,20,118,67,35,"1","66"
"249",4,"Mexico","Tlaltizapan",57,2,15,32,11.41,17,15,109,67,36,"1","63"
"250",4,"Mexico","Tlaltizapan",58,2,15,27,14.72,16,15,127,71,33,"1.1","63"
"251",4,"Mexico","Tlaltizapan",59,2,15,29,10.29,16,15,127,64,30,"1","59"
"252",4,"Mexico","Tlaltizapan",60,2,15,15,11.21,17,15,131,64,29,"1","63"
"253",4,"Mexico","Tlaltizapan",61,2,16,5,11.45,16,14,131,76,40,"1","66"
"254",4,"Mexico","Tlaltizapan",62,2,16,16,7.84,18,17,127,71,33,"1","64"
"255",4,"Mexico","Tlaltizapan",63,2,16,24,11.06,16,15,118,60,31,"1","63"
"256",4,"Mexico","Tlaltizapan",64,2,16,20,12.18,17,14,126,64,31,"1","65"
"257",4,"Mexico","Tlaltizapan",65,3,17,31,14.54,16,15,137,77,39,"0.9","66"
"258",4,"Mexico","Tlaltizapan",66,3,17,32,11.91,16,14,131,71,32,"0.9","56"
"259",4,"Mexico","Tlaltizapan",67,3,17,14,6.27,19,22,75,45,34,"0.8","65"
"260",4,"Mexico","Tlaltizapan",68,3,17,8,13.96,15,16,132,76,38,"1","68"
"261",4,"Mexico","Tlaltizapan",69,3,18,29,12.19,16,14,126,73,36,"1","61"
"262",4,"Mexico","Tlaltizapan",70,3,18,16,11.15,18,17,102,31,25,"0.9","64"
"263",4,"Mexico","Tlaltizapan",71,3,18,23,5.28,21,21,89,54,33,"0.7","67"
"264",4,"Mexico","Tlaltizapan",72,3,18,4,12.7,15,14,122,67,34,"1.1","64"
"265",4,"Mexico","Tlaltizapan",73,3,19,11,15.43,17,17,127,74,37,"1","62"
"266",4,"Mexico","Tlaltizapan",74,3,19,3,12.56,18,19,118,54,29,"0.9","66"
"267",4,"Mexico","Tlaltizapan",75,3,19,24,11.5,17,17,118,67,35,"0.9","64"
"268",4,"Mexico","Tlaltizapan",76,3,19,21,10.04,20,20,122,64,32,"0.9","64"
"269",4,"Mexico","Tlaltizapan",77,3,20,2,10.34,15,13,89,45,31,"1","65"
"270",4,"Mexico","Tlaltizapan",78,3,20,7,11.26,16,15,109,54,30,"0.9","65"
"271",4,"Mexico","Tlaltizapan",79,3,20,30,11.01,18,18,135,71,30,"0.9","45"
"272",4,"Mexico","Tlaltizapan",80,3,20,18,14.02,17,16,131,64,29,"1","63"
"273",4,"Mexico","Tlaltizapan",81,3,21,19,5.51,21,21,55,14,28,"0.8","64"
"274",4,"Mexico","Tlaltizapan",82,3,21,27,12.21,17,17,118,60,31,"1","63"
"275",4,"Mexico","Tlaltizapan",83,3,21,28,11.78,19,19,122,64,32,"1","64"
"276",4,"Mexico","Tlaltizapan",84,3,21,13,12.54,17,19,118,64,33,"0.9","63"
"277",4,"Mexico","Tlaltizapan",85,3,22,1,10.77,17,17,102,54,31,"1","64"
"278",4,"Mexico","Tlaltizapan",86,3,22,12,12.13,19,17,122,60,30,"1","65"
"279",4,"Mexico","Tlaltizapan",87,3,22,25,9.06,19,19,97,45,30,"1","60"
"280",4,"Mexico","Tlaltizapan",88,3,22,26,13.7,15,14,126,67,33,"1","67"
"281",4,"Mexico","Tlaltizapan",89,3,23,9,10.89,17,19,97,40,28,"1","63"
"282",4,"Mexico","Tlaltizapan",90,3,23,6,10.89,16,15,109,60,32,"1","64"
"283",4,"Mexico","Tlaltizapan",91,3,23,17,12.43,16,16,102,31,25,"1","63"
"284",4,"Mexico","Tlaltizapan",92,3,23,5,10.82,17,16,122,71,35,"1.1","64"
"285",4,"Mexico","Tlaltizapan",93,3,24,20,10.73,18,17,109,67,36,"1","62"
"286",4,"Mexico","Tlaltizapan",94,3,24,10,12.01,18,20,122,60,30,"1","66"
"287",4,"Mexico","Tlaltizapan",95,3,24,22,11.07,17,18,118,64,33,"1","62"
"288",4,"Mexico","Tlaltizapan",96,3,24,15,11.72,18,16,109,45,28,"1","66"
"289",7,"El Salvador","San Andres",1,1,1,18,4.98,11,14,64,40,33,"1","49"
"290",7,"El Salvador","San Andres",2,1,1,24,3.96,14,15,55,14,28,"0.9","47"
"291",7,"El Salvador","San Andres",3,1,1,32,1.89,13,15,61,54,38,"1","34"
"292",7,"El Salvador","San Andres",4,1,1,5,4.18,10,12,82,60,37,"1","50"
"293",7,"El Salvador","San Andres",5,1,2,27,4.24,11,12,84,56,35,"1","47"
"294",7,"El Salvador","San Andres",6,1,2,1,4.03,12,13,97,45,30,"1","42"
"295",7,"El Salvador","San Andres",7,1,2,20,3.78,15,15,102,67,37,"1","49"
"296",7,"El Salvador","San Andres",8,1,2,4,4.23,11,12,89,60,35,"1","48"
"297",7,"El Salvador","San Andres",9,1,3,29,4.17,11,12,82,45,32,"1","41"
"298",7,"El Salvador","San Andres",10,1,3,21,1.89,15,19,82,60,37,"0.8","35"
"299",7,"El Salvador","San Andres",11,1,3,23,0.94,15,18,37,2,27,"1","22"
"300",7,"El Salvador","San Andres",12,1,3,6,4.71,11,13,82,31,28,"1","49"
"301",7,"El Salvador","San Andres",13,1,4,15,4.54,14,15,89,45,31,"1.1","45"
"302",7,"El Salvador","San Andres",14,1,4,25,1.41,14,19,72,40,32,"1","26"
"303",7,"El Salvador","San Andres",15,1,4,3,5.19,12,13,89,14,23,"1","52"
"304",7,"El Salvador","San Andres",16,1,4,13,3.29,11,15,77,14,24,"0.9","41"
"305",7,"El Salvador","San Andres",17,1,5,2,3.77,12,13,75,14,25,"1","46"
"306",7,"El Salvador","San Andres",18,1,5,11,5.14,14,17,102,67,37,"1","50"
"307",7,"El Salvador","San Andres",19,1,5,10,2.46,13,18,106,73,40,"0.8","36"
"308",7,"El Salvador","San Andres",20,1,5,30,2.42,12,17,61,60,41,"1","35"
"309",7,"El Salvador","San Andres",21,1,6,7,3.99,11,12,82,31,28,"1","45"
"310",7,"El Salvador","San Andres",22,1,6,9,2.27,13,18,64,31,31,"1","35"
"311",7,"El Salvador","San Andres",23,1,6,31,3.42,12,14,75,49,34,"1","43"
"312",7,"El Salvador","San Andres",24,1,6,26,3.75,11,12,75,45,34,"1","43"
"313",7,"El Salvador","San Andres",25,1,7,12,2.85,14,14,68,31,30,"1","39"
"314",7,"El Salvador","San Andres",26,1,7,22,5.19,11,13,68,40,33,"1","52"
"315",7,"El Salvador","San Andres",27,1,7,17,4.74,11,14,73,31,30,"1.2","40"
"316",7,"El Salvador","San Andres",28,1,7,16,1.51,14,15,84,31,28,"0.8","34"
"317",7,"El Salvador","San Andres",29,1,8,14,0.94,15,19,25,8,33,"1.1","31"
"318",7,"El Salvador","San Andres",30,1,8,28,3.8,14,15,85,45,32,"0.9","52"
"319",7,"El Salvador","San Andres",31,1,8,8,3.94,12,12,58,20,30,"1.1","41"
"320",7,"El Salvador","San Andres",32,1,8,19,1.13,14,19,29,98,19,"1.1","34"
"321",7,"El Salvador","San Andres",33,2,9,16,1.41,15,18,61,40,34,"0.7","45"
"322",7,"El Salvador","San Andres",34,2,9,25,1.41,14,17,68,45,35,"0.9","34"
"323",7,"El Salvador","San Andres",35,2,9,1,3.74,11,13,102,45,29,"1","41"
"324",7,"El Salvador","San Andres",36,2,9,10,2.44,12,17,73,60,38,"0.8","45"
"325",7,"El Salvador","San Andres",37,2,10,11,3.94,11,15,86,40,30,"1","44"
"326",7,"El Salvador","San Andres",38,2,10,9,2.19,14,16,37,113,25,"0.9","32"
"327",7,"El Salvador","San Andres",39,2,10,12,3.32,15,16,72,40,32,"0.9","46"
"328",7,"El Salvador","San Andres",40,2,10,5,3.31,11,13,89,40,29,"1","44"
"329",7,"El Salvador","San Andres",41,2,11,24,4.44,14,15,102,67,37,"1","49"
"330",7,"El Salvador","San Andres",42,2,11,6,3.93,12,14,87,58,35,"0.9","46"
"331",7,"El Salvador","San Andres",43,2,11,4,4.24,11,13,49,14,29,"1.1","43"
"332",7,"El Salvador","San Andres",44,2,11,14,0.94,16,22,34,113,25,"1.1","20"
"333",7,"El Salvador","San Andres",45,2,12,7,4.1,12,13,68,45,35,"1","48"
"334",7,"El Salvador","San Andres",46,2,12,3,4.23,11,14,52,20,31,"1","49"
"335",7,"El Salvador","San Andres",47,2,12,28,3.22,15,16,55,45,37,"0.8","36"
"336",7,"El Salvador","San Andres",48,2,12,21,1.89,16,20,43,20,33,"1","31"
"337",7,"El Salvador","San Andres",49,2,13,30,2.82,15,17,27,31,41,"1.1","34"
"338",7,"El Salvador","San Andres",50,2,13,20,4.92,18,19,68,40,33,"0.9","53"
"339",7,"El Salvador","San Andres",51,2,13,29,3.3,12,14,49,14,29,"1.1","35"
"340",7,"El Salvador","San Andres",52,2,13,26,4.86,11,14,75,43,33,"1","48"
"341",7,"El Salvador","San Andres",53,2,14,31,3.78,12,14,64,31,31,"1","37"
"342",7,"El Salvador","San Andres",54,2,14,27,4.68,11,14,61,45,36,"0.9","46"
"343",7,"El Salvador","San Andres",55,2,14,22,5.17,11,13,55,31,33,"1","47"
"344",7,"El Salvador","San Andres",56,2,14,19,0.47,15,21,29,2,29,"0.9","20"
"345",7,"El Salvador","San Andres",57,2,15,2,4.26,12,13,61,14,27,"1","48"
"346",7,"El Salvador","San Andres",58,2,15,8,4.62,11,12,75,54,36,"1","48"
"347",7,"El Salvador","San Andres",59,2,15,13,2.07,15,18,35,8,30,"0.9","32"
"348",7,"El Salvador","San Andres",60,2,15,32,1.41,14,16,32,14,33,"1","27"
"349",7,"El Salvador","San Andres",61,2,16,18,4.42,11,14,89,45,31,"1","47"
"350",7,"El Salvador","San Andres",62,2,16,23,0.47,15,21,28,103,22,"0.6","20"
"351",7,"El Salvador","San Andres",63,2,16,17,3.56,11,14,97,60,34,"1.1","45"
"352",7,"El Salvador","San Andres",64,2,16,15,4.19,14,15,52,14,29,"1","50"
"353",7,"El Salvador","San Andres",65,3,17,16,1.78,14,19,73,54,36,"0.9","36"
"354",7,"El Salvador","San Andres",66,3,17,27,4.74,11,13,101,60,33,"1","48"
"355",7,"El Salvador","San Andres",67,3,17,8,3.97,11,12,97,67,38,"0.9","45"
"356",7,"El Salvador","San Andres",68,3,17,29,3.42,10,11,68,14,26,"1","40"
"357",7,"El Salvador","San Andres",69,3,18,13,3.32,13,14,75,54,36,"1","44"
"358",7,"El Salvador","San Andres",70,3,18,9,1.52,14,20,49,107,20,"1","31"
"359",7,"El Salvador","San Andres",71,3,18,4,4.18,12,12,86,45,32,"1.1","48"
"360",7,"El Salvador","San Andres",72,3,18,10,2.63,15,19,97,64,36,"1.1","33"
"361",7,"El Salvador","San Andres",73,3,19,5,4.29,11,13,106,73,40,"1","48"
"362",7,"El Salvador","San Andres",74,3,19,20,3.94,15,19,109,60,32,"0.9","46"
"363",7,"El Salvador","San Andres",75,3,19,6,4.16,12,14,97,60,34,"1","39"
"364",7,"El Salvador","San Andres",76,3,19,3,3.6,13,14,77,60,37,"1","42"
"365",7,"El Salvador","San Andres",77,3,20,7,4.22,12,13,89,54,33,"1","47"
"366",7,"El Salvador","San Andres",78,3,20,18,4.35,12,17,77,20,27,"0.9","52"
"367",7,"El Salvador","San Andres",79,3,20,12,3.28,15,17,73,54,36,"1","47"
"368",7,"El Salvador","San Andres",80,3,20,1,4.45,12,13,74,39,31,"1","43"
"369",7,"El Salvador","San Andres",81,3,21,30,1.88,13,15,43,14,31,"1","33"
"370",7,"El Salvador","San Andres",82,3,21,17,5.11,11,13,61,31,32,"1","50"
"371",7,"El Salvador","San Andres",83,3,21,14,0.94,16,18,41,8,29,"1.2","30"
"372",7,"El Salvador","San Andres",84,3,21,32,1.42,14,18,19,107,29,"0.9","29"
"373",7,"El Salvador","San Andres",85,3,22,15,4.31,15,16,89,54,33,"0.9","50"
"374",7,"El Salvador","San Andres",86,3,22,2,4.17,11,12,77,40,31,"1","49"
"375",7,"El Salvador","San Andres",87,3,22,22,4.62,13,14,86,60,36,"1","50"
"376",7,"El Salvador","San Andres",88,3,22,21,1.41,15,18,77,31,29,"1","34"
"377",7,"El Salvador","San Andres",89,3,23,19,0.47,16,19,37,14,32,"0.7","26"
"378",7,"El Salvador","San Andres",90,3,23,26,3.29,12,13,82,40,30,"0.9","47"
"379",7,"El Salvador","San Andres",91,3,23,11,5.18,11,14,102,60,33,"1","52"
"380",7,"El Salvador","San Andres",92,3,23,23,0.94,15,21,55,14,28,"0.8","46"
"381",7,"El Salvador","San Andres",93,3,24,25,1.88,14,19,61,40,34,"0.8","43"
"382",7,"El Salvador","San Andres",94,3,24,28,4.22,11,14,61,40,34,"0.9","49"
"383",7,"El Salvador","San Andres",95,3,24,24,3.56,14,16,61,14,27,"0.9","49"
"384",7,"El Salvador","San Andres",96,3,24,31,3.6,12,13,56,54,40,"1","45"
"385",8,"El Salvador","Santa Cruz",1,1,1,3,7.28,5,4,122,40,24,"1","25"
"386",8,"El Salvador","Santa Cruz",2,1,1,10,6.12,7,9,126,45,25,"1.1","20"
"387",8,"El Salvador","Santa Cruz",3,1,1,13,7.32,6,6,118,60,31,"1","27"
"388",8,"El Salvador","Santa Cruz",4,1,1,23,1.67,8,9,49,14,29,"1.1","19"
"389",8,"El Salvador","Santa Cruz",5,1,2,30,5.4,5,4,75,45,34,"1","21"
"390",8,"El Salvador","Santa Cruz",6,1,2,18,7.5,7,7,118,45,27,"1.1","26"
"391",8,"El Salvador","Santa Cruz",7,1,2,19,1.7,10,10,43,107,21,"0.9","15"
"392",8,"El Salvador","Santa Cruz",8,1,2,27,6.83,5,5,118,45,27,"1.1","25"
"393",8,"El Salvador","Santa Cruz",9,1,3,5,7.18,4,3,109,60,32,"1.1","28"
"394",8,"El Salvador","Santa Cruz",10,1,3,6,7.68,7,11,122,40,24,"1","25"
"395",8,"El Salvador","Santa Cruz",11,1,3,29,6.39,5,5,102,45,29,"1","25"
"396",8,"El Salvador","Santa Cruz",12,1,3,22,9.06,7,6,127,45,24,"1","26"
"397",8,"El Salvador","Santa Cruz",13,1,4,2,7.62,4,3,61,14,27,"0.8","26"
"398",8,"El Salvador","Santa Cruz",14,1,4,14,2.81,10,11,49,2,25,"1","23"
"399",8,"El Salvador","Santa Cruz",15,1,4,8,8.17,7,6,126,40,23,"1.6","24"
"400",8,"El Salvador","Santa Cruz",16,1,4,1,6.27,4,3,118,20,21,"1","25"
"401",8,"El Salvador","Santa Cruz",17,1,5,11,7.38,6,6,118,20,21,"1","23"
"402",8,"El Salvador","Santa Cruz",18,1,5,28,6.34,6,5,126,60,29,"1","24"
"403",8,"El Salvador","Santa Cruz",19,1,5,26,7.2,5,6,102,31,25,"1","25"
"404",8,"El Salvador","Santa Cruz",20,1,5,15,7.82,8,6,89,40,29,"1","26"
"405",8,"El Salvador","Santa Cruz",21,1,6,16,4.36,8,8,132,67,30,"1","19"
"406",8,"El Salvador","Santa Cruz",22,1,6,4,7.3,5,5,109,64,34,"1","23"
"407",8,"El Salvador","Santa Cruz",23,1,6,12,7.51,8,7,126,60,29,"1.1","27"
"408",8,"El Salvador","Santa Cruz",24,1,6,17,8.13,6,4,102,40,27,"1","27"
"409",8,"El Salvador","Santa Cruz",25,1,7,31,6.24,6,5,126,45,25,"1","24"
"410",8,"El Salvador","Santa Cruz",26,1,7,24,6.85,7,6,122,64,32,"1","25"
"411",8,"El Salvador","Santa Cruz",27,1,7,32,5.53,7,6,126,66,32,"1.2","18"
"412",8,"El Salvador","Santa Cruz",28,1,7,20,9.25,8,6,121,20,21,"1","28"
"413",8,"El Salvador","Santa Cruz",29,1,8,25,4.43,8,7,102,40,27,"1.1","24"
"414",8,"El Salvador","Santa Cruz",30,1,8,7,7.82,5,4,118,107,12,"1.3","27"
"415",8,"El Salvador","Santa Cruz",31,1,8,9,4.04,8,8,127,64,30,"0.9","26"
"416",8,"El Salvador","Santa Cruz",32,1,8,21,5.04,9,8,97,54,32,"1","23"
"417",8,"El Salvador","Santa Cruz",33,2,9,20,6.34,7,6,109,40,26,"1","24"
"418",8,"El Salvador","Santa Cruz",34,2,9,22,5.92,6,6,131,60,27,"1","24"
"419",8,"El Salvador","Santa Cruz",35,2,9,18,6.81,6,4,131,45,23,"1","26"
"420",8,"El Salvador","Santa Cruz",36,2,9,11,7.03,6,5,126,67,33,"1","24"
"421",8,"El Salvador","Santa Cruz",37,2,10,15,6.29,7,6,122,54,28,"0.9","25"
"422",8,"El Salvador","Santa Cruz",38,2,10,13,8.01,6,6,97,31,26,"1","24"
"423",8,"El Salvador","Santa Cruz",39,2,10,12,5.8,8,7,131,75,38,"1.1","23"
"424",8,"El Salvador","Santa Cruz",40,2,10,6,8.21,4,3,122,45,26,"1.1","25"
"425",8,"El Salvador","Santa Cruz",41,2,11,29,6.39,5,5,118,60,31,"0.9","27"
"426",8,"El Salvador","Santa Cruz",42,2,11,9,5.72,5,6,89,14,23,"0.7","27"
"427",8,"El Salvador","Santa Cruz",43,2,11,1,7.32,4,4,118,45,27,"1.1","26"
"428",8,"El Salvador","Santa Cruz",44,2,11,27,8.88,5,3,135,67,29,"1.2","26"
"429",8,"El Salvador","Santa Cruz",45,2,12,19,7.98,7,7,102,8,19,"0.9","21"
"430",8,"El Salvador","Santa Cruz",46,2,12,23,3.01,8,7,75,31,29,"0.9","21"
"431",8,"El Salvador","Santa Cruz",47,2,12,14,4.57,9,10,61,2,22,"0.9","25"
"432",8,"El Salvador","Santa Cruz",48,2,12,28,7.53,7,6,126,71,34,"0.9","25"
"433",8,"El Salvador","Santa Cruz",49,2,13,21,5.38,10,9,102,45,29,"1","22"
"434",8,"El Salvador","Santa Cruz",50,2,13,4,7.3,6,6,127,64,30,"0.9","28"
"435",8,"El Salvador","Santa Cruz",51,2,13,26,6.17,5,5,109,20,22,"1.2","19"
"436",8,"El Salvador","Santa Cruz",52,2,13,2,7.96,5,4,118,40,25,"1.3","26"
"437",8,"El Salvador","Santa Cruz",53,2,14,10,7.14,7,8,135,75,36,"0.9","26"
"438",8,"El Salvador","Santa Cruz",54,2,14,5,8.04,6,5,131,54,25,"1.4","25"
"439",8,"El Salvador","Santa Cruz",55,2,14,32,4.84,7,8,135,71,30,"1.1","15"
"440",8,"El Salvador","Santa Cruz",56,2,14,7,7.99,6,4,126,54,27,"1.2","26"
"441",8,"El Salvador","Santa Cruz",57,2,15,16,4.7,8,7,102,45,29,"1","21"
"442",8,"El Salvador","Santa Cruz",58,2,15,24,6.16,7,6,102,49,30,"1.1","23"
"443",8,"El Salvador","Santa Cruz",59,2,15,3,7.63,6,5,122,60,30,"1.1","25"
"444",8,"El Salvador","Santa Cruz",60,2,15,8,7.99,6,5,138,72,26,"1.4","23"
"445",8,"El Salvador","Santa Cruz",61,2,16,25,3.75,8,9,130,64,29,"1","22"
"446",8,"El Salvador","Santa Cruz",62,2,16,17,7.79,6,6,130,45,24,"1","24"
"447",8,"El Salvador","Santa Cruz",63,2,16,30,7.43,6,5,126,77,42,"1.1","23"
"448",8,"El Salvador","Santa Cruz",64,2,16,31,7.28,6,5,135,69,30,"1","24"
"449",8,"El Salvador","Santa Cruz",65,3,17,16,5.37,8,8,102,54,31,"1","23"
"450",8,"El Salvador","Santa Cruz",66,3,17,19,2.38,8,8,82,2,20,"1","22"
